CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,fips_state_str,fips_place_str,fips_combined,msa,msa_name,fipstate,fipscty,county_name
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Fairhope,1,25240,01,25240,0125240,19300,"Daphne-Fairhope-Foley, AL Metro Area",1.0,3.0,"Baldwin County, Alabama"
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Foley,1,26992,01,26992,0126992,19300,"Daphne-Fairhope-Foley, AL Metro Area",1.0,3.0,"Baldwin County, Alabama"
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Gulf Shores,1,32272,01,32272,0132272,19300,"Daphne-Fairhope-Foley, AL Metro Area",1.0,3.0,"Baldwin County, Alabama"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Moline,17,49867,17,49867,1749867,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,73.0,"Henry County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Moline,17,49867,17,49867,1749867,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,131.0,"Mercer County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Moline,17,49867,17,49867,1749867,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,161.0,"Rock Island County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Moline,17,49867,17,49867,1749867,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",19.0,163.0,"Scott County, Iowa"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Rock Island,17,65078,17,65078,1765078,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,73.0,"Henry County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Rock Island,17,65078,17,65078,1765078,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,131.0,"Mercer County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Rock Island,17,65078,17,65078,1765078,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,161.0,"Rock Island County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Rock Island,17,65078,17,65078,1765078,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",19.0,163.0,"Scott County, Iowa"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Davenport,19,19000,19,19000,1919000,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,73.0,"Henry County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Davenport,19,19000,19,19000,1919000,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,131.0,"Mercer County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Davenport,19,19000,19,19000,1919000,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",17.0,161.0,"Rock Island County, Illinois"
19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,Davenport,19,19000,19,19000,1919000,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",19.0,163.0,"Scott County, Iowa"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Beavercreek,39,4720,39,4720,394720,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,57.0,"Greene County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Beavercreek,39,4720,39,4720,394720,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,109.0,"Miami County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Beavercreek,39,4720,39,4720,394720,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,113.0,"Montgomery County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Dayton,39,21000,39,21000,3921000,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,57.0,"Greene County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Dayton,39,21000,39,21000,3921000,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,109.0,"Miami County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Dayton,39,21000,39,21000,3921000,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,113.0,"Montgomery County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Kettering,39,40040,39,40040,3940040,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,57.0,"Greene County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Kettering,39,40040,39,40040,3940040,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,109.0,"Miami County, Ohio"
19430,"Dayton-Kettering-Beavercreek, OH",Metropolitan Statistical Area,Kettering,39,40040,39,40040,3940040,19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.0,113.0,"Montgomery County, Ohio"
19460,"Decatur, AL",Metropolitan Statistical Area,Decatur,1,20104,01,20104,0120104,19460,"Decatur, AL Metro Area",1.0,79.0,"Lawrence County, Alabama"
19460,"Decatur, AL",Metropolitan Statistical Area,Decatur,1,20104,01,20104,0120104,19460,"Decatur, AL Metro Area",1.0,103.0,"Morgan County, Alabama"
19500,"Decatur, IL",Metropolitan Statistical Area,Decatur,17,18823,17,18823,1718823,19500,"Decatur, IL Metro Area",17.0,115.0,"Macon County, Illinois"
19540,"Decatur, IN",Micropolitan Statistical Area,Decatur,18,17074,18,17074,1817074,19540,"Decatur, IN Micro Area",18.0,1.0,"Adams County, Indiana"
19580,"Defiance, OH",Micropolitan Statistical Area,Defiance,39,21308,39,21308,3921308,19580,"Defiance, OH Micro Area",39.0,39.0,"Defiance County, Ohio"
19620,"Del Rio, TX",Micropolitan Statistical Area,Del Rio,48,19792,48,19792,4819792,19620,"Del Rio, TX Micro Area",48.0,465.0,"Val Verde County, Texas"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Daytona Beach,12,16525,12,16525,1216525,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,35.0,"Flagler County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Daytona Beach,12,16525,12,16525,1216525,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,127.0,"Volusia County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,DeLand,12,16875,12,16875,1216875,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,35.0,"Flagler County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,DeLand,12,16875,12,16875,1216875,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,127.0,"Volusia County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Deltona,12,17200,12,17200,1217200,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,35.0,"Flagler County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Deltona,12,17200,12,17200,1217200,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,127.0,"Volusia County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Ormond Beach,12,53150,12,53150,1253150,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,35.0,"Flagler County, Florida"
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Ormond Beach,12,53150,12,53150,1253150,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",12.0,127.0,"Volusia County, Florida"
19700,"Deming, NM",Micropolitan Statistical Area,Deming,35,20270,35,20270,3520270,19700,"Deming, NM Micro Area",35.0,29.0,"Luna County, New Mexico"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,1.0,"Adams County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,5.0,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,14.0,"Broomfield County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,19.0,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,31.0,"Denver County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,35.0,"Douglas County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,39.0,"Elbert County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,47.0,"Gilpin County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,59.0,"Jefferson County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Aurora,8,4000,08,4000,084000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,93.0,"Park County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,1.0,"Adams County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,5.0,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,14.0,"Broomfield County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,19.0,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,31.0,"Denver County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,35.0,"Douglas County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,39.0,"Elbert County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,47.0,"Gilpin County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,59.0,"Jefferson County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Broomfield,8,9280,08,9280,089280,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,93.0,"Park County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,1.0,"Adams County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,5.0,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,14.0,"Broomfield County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,19.0,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,31.0,"Denver County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,35.0,"Douglas County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,39.0,"Elbert County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,47.0,"Gilpin County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,59.0,"Jefferson County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Centennial,8,12815,08,12815,0812815,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,93.0,"Park County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,1.0,"Adams County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,5.0,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,14.0,"Broomfield County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,19.0,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,31.0,"Denver County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,35.0,"Douglas County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,39.0,"Elbert County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,47.0,"Gilpin County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,59.0,"Jefferson County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Commerce City,8,16495,08,16495,0816495,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,93.0,"Park County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,1.0,"Adams County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,5.0,"Arapahoe County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,14.0,"Broomfield County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,19.0,"Clear Creek County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,31.0,"Denver County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,35.0,"Douglas County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,39.0,"Elbert County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,47.0,"Gilpin County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,59.0,"Jefferson County, Colorado"
19740,"Denver-Aurora-Centennial, CO",Metropolitan Statistical Area,Denver,8,20000,08,20000,0820000,19740,"Denver-Aurora-Centennial, CO Metro Area",8.0,93.0,"Park County, Colorado"
19760,"DeRidder, LA",Micropolitan Statistical Area,DeRidder,22,20610,22,20610,2220610,19760,"DeRidder, LA Micro Area",22.0,11.0,"Beauregard Parish, Louisiana"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,49.0,"Dallas County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,77.0,"Guthrie County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,99.0,"Jasper County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,121.0,"Madison County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,153.0,"Polk County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,Des Moines,19,21000,19,21000,1921000,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,181.0,"Warren County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,49.0,"Dallas County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,77.0,"Guthrie County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,99.0,"Jasper County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,121.0,"Madison County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,153.0,"Polk County, Iowa"
19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,West Des Moines,19,83910,19,83910,1983910,19780,"Des Moines-West Des Moines, IA Metro Area",19.0,181.0,"Warren County, Iowa"
19810,"Detroit Lakes, MN",Micropolitan Statistical Area,Detroit Lakes,27,15832,27,15832,2715832,19810,"Detroit Lakes, MN Micro Area",27.0,5.0,"Becker County, Minnesota"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,125.0,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,147.0,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Dearborn,26,21000,26,21000,2621000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,163.0,"Wayne County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,125.0,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,147.0,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Detroit,26,22000,26,22000,2622000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,163.0,"Wayne County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,125.0,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,147.0,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Farmington Hills,26,27440,26,27440,2627440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,163.0,"Wayne County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,125.0,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,147.0,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Livonia,26,49000,26,49000,2649000,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,163.0,"Wayne County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,125.0,"Oakland County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,147.0,"St. Clair County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Novi,26,59440,26,59440,2659440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,163.0,"Wayne County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Pontiac,26,65440,26,65440,2665440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,87.0,"Lapeer County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Pontiac,26,65440,26,65440,2665440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,93.0,"Livingston County, Michigan"
19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,Pontiac,26,65440,26,65440,2665440,19820,"Detroit-Warren-Dearborn, MI Metro Area",26.0,99.0,"Macomb County, Michigan"
