CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,fips_state_str,fips_place_str,fips_combined,msa,msa_name,fipstate,fipscty,county_name
10100,"Aberdeen, SD",Micropolitan Statistical Area,Aberdeen,46,100,46,100,46100,10100,"Aberdeen, SD Micro Area",46.0,13.0,"Brown County, South Dakota"
10100,"Aberdeen, SD",Micropolitan Statistical Area,Aberdeen,46,100,46,100,46100,10100,"Aberdeen, SD Micro Area",46.0,45.0,"Edmunds County, South Dakota"
10140,"Aberdeen, WA",Micropolitan Statistical Area,Aberdeen,53,100,53,100,53100,10140,"Aberdeen, WA Micro Area",53.0,27.0,"Grays Harbor County, Washington"
10180,"Abilene, TX",Metropolitan Statistical Area,Abilene,48,1000,48,1000,481000,10180,"Abilene, TX Metro Area",48.0,59.0,"Callahan County, Texas"
10180,"Abilene, TX",Metropolitan Statistical Area,Abilene,48,1000,48,1000,481000,10180,"Abilene, TX Metro Area",48.0,253.0,"Jones County, Texas"
10180,"Abilene, TX",Metropolitan Statistical Area,Abilene,48,1000,48,1000,481000,10180,"Abilene, TX Metro Area",48.0,441.0,"Taylor County, Texas"
10220,"Ada, OK",Micropolitan Statistical Area,Ada,40,200,40,200,40200,10220,"Ada, OK Micro Area",40.0,123.0,"Pontotoc County, Oklahoma"
10300,"Adrian, MI",Micropolitan Statistical Area,Adrian,26,440,26,440,26440,10300,"Adrian, MI Micro Area",26.0,91.0,"Lenawee County, Michigan"
10380,"Aguadilla, PR",Metropolitan Statistical Area,Aguadilla,72,745,72,745,72745,,,,,
10420,"Akron, OH",Metropolitan Statistical Area,Akron,39,1000,39,1000,391000,10420,"Akron, OH Metro Area",39.0,133.0,"Portage County, Ohio"
10420,"Akron, OH",Metropolitan Statistical Area,Akron,39,1000,39,1000,391000,10420,"Akron, OH Metro Area",39.0,153.0,"Summit County, Ohio"
10460,"Alamogordo, NM",Micropolitan Statistical Area,Alamogordo,35,1780,35,1780,351780,10460,"Alamogordo, NM Micro Area",35.0,35.0,"Otero County, New Mexico"
10480,"Alamosa, CO",Micropolitan Statistical Area,Alamosa,8,1090,08,1090,081090,10480,"Alamosa, CO Micro Area",8.0,3.0,"Alamosa County, Colorado"
10480,"Alamosa, CO",Micropolitan Statistical Area,Alamosa,8,1090,08,1090,081090,10480,"Alamosa, CO Micro Area",8.0,21.0,"Conejos County, Colorado"
10480,"Alamosa, CO",Micropolitan Statistical Area,Alamosa,8,1090,08,1090,081090,10480,"Alamosa, CO Micro Area",8.0,23.0,"Costilla County, Colorado"
10500,"Albany, GA",Metropolitan Statistical Area,Albany,13,1052,13,1052,131052,10500,"Albany, GA Metro Area",13.0,95.0,"Dougherty County, Georgia"
10500,"Albany, GA",Metropolitan Statistical Area,Albany,13,1052,13,1052,131052,10500,"Albany, GA Metro Area",13.0,177.0,"Lee County, Georgia"
10500,"Albany, GA",Metropolitan Statistical Area,Albany,13,1052,13,1052,131052,10500,"Albany, GA Metro Area",13.0,273.0,"Terrell County, Georgia"
10500,"Albany, GA",Metropolitan Statistical Area,Albany,13,1052,13,1052,131052,10500,"Albany, GA Metro Area",13.0,321.0,"Worth County, Georgia"
10540,"Albany, OR",Metropolitan Statistical Area,Albany,41,1000,41,1000,411000,10540,"Albany, OR Metro Area",41.0,43.0,"Linn County, Oregon"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,36,1000,36,1000,361000,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,1.0,"Albany County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,36,1000,36,1000,361000,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,83.0,"Rensselaer County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,36,1000,36,1000,361000,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,91.0,"Saratoga County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,36,1000,36,1000,361000,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,93.0,"Schenectady County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Albany,36,1000,36,1000,361000,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,95.0,"Schoharie County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Schenectady,36,65508,36,65508,3665508,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,1.0,"Albany County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Schenectady,36,65508,36,65508,3665508,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,83.0,"Rensselaer County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Schenectady,36,65508,36,65508,3665508,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,91.0,"Saratoga County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Schenectady,36,65508,36,65508,3665508,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,93.0,"Schenectady County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Schenectady,36,65508,36,65508,3665508,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,95.0,"Schoharie County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Troy,36,75484,36,75484,3675484,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,1.0,"Albany County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Troy,36,75484,36,75484,3675484,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,83.0,"Rensselaer County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Troy,36,75484,36,75484,3675484,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,91.0,"Saratoga County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Troy,36,75484,36,75484,3675484,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,93.0,"Schenectady County, New York"
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,Troy,36,75484,36,75484,3675484,10580,"Albany-Schenectady-Troy, NY Metro Area",36.0,95.0,"Schoharie County, New York"
10620,"Albemarle, NC",Micropolitan Statistical Area,Albemarle,37,680,37,680,37680,10620,"Albemarle, NC Micro Area",37.0,167.0,"Stanly County, North Carolina"
10660,"Albert Lea, MN",Micropolitan Statistical Area,Albert Lea,27,694,27,694,27694,10660,"Albert Lea, MN Micro Area",27.0,47.0,"Freeborn County, Minnesota"
10700,"Albertville, AL",Micropolitan Statistical Area,Albertville,1,988,01,988,01988,10700,"Albertville, AL Micro Area",1.0,95.0,"Marshall County, Alabama"
10740,"Albuquerque, NM",Metropolitan Statistical Area,Albuquerque,35,2000,35,2000,352000,10740,"Albuquerque, NM Metro Area",35.0,1.0,"Bernalillo County, New Mexico"
10740,"Albuquerque, NM",Metropolitan Statistical Area,Albuquerque,35,2000,35,2000,352000,10740,"Albuquerque, NM Metro Area",35.0,43.0,"Sandoval County, New Mexico"
10740,"Albuquerque, NM",Metropolitan Statistical Area,Albuquerque,35,2000,35,2000,352000,10740,"Albuquerque, NM Metro Area",35.0,57.0,"Torrance County, New Mexico"
10740,"Albuquerque, NM",Metropolitan Statistical Area,Albuquerque,35,2000,35,2000,352000,10740,"Albuquerque, NM Metro Area",35.0,61.0,"Valencia County, New Mexico"
10760,"Alexander City, AL",Micropolitan Statistical Area,Alexander City,1,1132,01,1132,011132,10760,"Alexander City, AL Micro Area",1.0,123.0,"Tallapoosa County, Alabama"
10780,"Alexandria, LA",Metropolitan Statistical Area,Alexandria,22,975,22,975,22975,10780,"Alexandria, LA Metro Area",22.0,43.0,"Grant Parish, Louisiana"
10780,"Alexandria, LA",Metropolitan Statistical Area,Alexandria,22,975,22,975,22975,10780,"Alexandria, LA Metro Area",22.0,79.0,"Rapides Parish, Louisiana"
10820,"Alexandria, MN",Micropolitan Statistical Area,Alexandria,27,928,27,928,27928,10820,"Alexandria, MN Micro Area",27.0,41.0,"Douglas County, Minnesota"
10860,"Alice, TX",Micropolitan Statistical Area,Alice,48,1852,48,1852,481852,10860,"Alice, TX Micro Area",48.0,47.0,"Brooks County, Texas"
10860,"Alice, TX",Micropolitan Statistical Area,Alice,48,1852,48,1852,481852,10860,"Alice, TX Micro Area",48.0,249.0,"Jim Wells County, Texas"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Allentown,42,2000,42,2000,422000,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",34.0,41.0,"Warren County, New Jersey"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Allentown,42,2000,42,2000,422000,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,25.0,"Carbon County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Allentown,42,2000,42,2000,422000,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,77.0,"Lehigh County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Allentown,42,2000,42,2000,422000,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,95.0,"Northampton County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Bethlehem,42,6088,42,6088,426088,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",34.0,41.0,"Warren County, New Jersey"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Bethlehem,42,6088,42,6088,426088,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,25.0,"Carbon County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Bethlehem,42,6088,42,6088,426088,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,77.0,"Lehigh County, Pennsylvania"
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,Bethlehem,42,6088,42,6088,426088,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42.0,95.0,"Northampton County, Pennsylvania"
10940,"Alma, MI",Micropolitan Statistical Area,Alma,26,1540,26,1540,261540,10940,"Alma, MI Micro Area",26.0,57.0,"Gratiot County, Michigan"
10980,"Alpena, MI",Micropolitan Statistical Area,Alpena,26,1740,26,1740,261740,10980,"Alpena, MI Micro Area",26.0,7.0,"Alpena County, Michigan"
11020,"Altoona, PA",Metropolitan Statistical Area,Altoona,42,2184,42,2184,422184,11020,"Altoona, PA Metro Area",42.0,13.0,"Blair County, Pennsylvania"
11060,"Altus, OK",Micropolitan Statistical Area,Altus,40,1700,40,1700,401700,11060,"Altus, OK Micro Area",40.0,65.0,"Jackson County, Oklahoma"
11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48,3000,48,3000,483000,11100,"Amarillo, TX Metro Area",48.0,11.0,"Armstrong County, Texas"
11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48,3000,48,3000,483000,11100,"Amarillo, TX Metro Area",48.0,65.0,"Carson County, Texas"
11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48,3000,48,3000,483000,11100,"Amarillo, TX Metro Area",48.0,359.0,"Oldham County, Texas"
11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48,3000,48,3000,483000,11100,"Amarillo, TX Metro Area",48.0,375.0,"Potter County, Texas"
11100,"Amarillo, TX",Metropolitan Statistical Area,Amarillo,48,3000,48,3000,483000,11100,"Amarillo, TX Metro Area",48.0,381.0,"Randall County, Texas"
11140,"Americus, GA",Micropolitan Statistical Area,Americus,13,2116,13,2116,132116,11140,"Americus, GA Micro Area",13.0,249.0,"Schley County, Georgia"
11140,"Americus, GA",Micropolitan Statistical Area,Americus,13,2116,13,2116,132116,11140,"Americus, GA Micro Area",13.0,261.0,"Sumter County, Georgia"
11180,"Ames, IA",Metropolitan Statistical Area,Ames,19,1855,19,1855,191855,11180,"Ames, IA Metro Area",19.0,15.0,"Boone County, Iowa"
11180,"Ames, IA",Metropolitan Statistical Area,Ames,19,1855,19,1855,191855,11180,"Ames, IA Metro Area",19.0,169.0,"Story County, Iowa"
11200,"Amherst Town-Northampton, MA",Metropolitan Statistical Area,Amherst Town,25,1370,25,1370,251370,11200,"Amherst Town-Northampton, MA Metro Area",25.0,15.0,"Hampshire County, Massachusetts"
11200,"Amherst Town-Northampton, MA",Metropolitan Statistical Area,Northampton,25,46330,25,46330,2546330,11200,"Amherst Town-Northampton, MA Metro Area",25.0,15.0,"Hampshire County, Massachusetts"
11220,"Amsterdam, NY",Micropolitan Statistical Area,Amsterdam,36,2066,36,2066,362066,11220,"Amsterdam, NY Micro Area",36.0,57.0,"Montgomery County, New York"
11260,"Anchorage, AK",Metropolitan Statistical Area,Anchorage,2,3000,02,3000,023000,11260,"Anchorage, AK Metro Area",2.0,20.0,"Anchorage Municipality, Alaska"
11260,"Anchorage, AK",Metropolitan Statistical Area,Anchorage,2,3000,02,3000,023000,11260,"Anchorage, AK Metro Area",2.0,170.0,"Matanuska-Susitna Borough, Alaska"
11360,"Anderson Creek, NC",Micropolitan Statistical Area,Anderson Creek,37,1340,37,1340,371340,11360,"Anderson Creek, NC Micro Area",37.0,85.0,"Harnett County, North Carolina"
11380,"Andrews, TX",Micropolitan Statistical Area,Andrews,48,3216,48,3216,483216,11380,"Andrews, TX Micro Area",48.0,3.0,"Andrews County, Texas"
11420,"Angola, IN",Micropolitan Statistical Area,Angola,18,1666,18,1666,181666,11420,"Angola, IN Micro Area",18.0,151.0,"Steuben County, Indiana"
11460,"Ann Arbor, MI",Metropolitan Statistical Area,Ann Arbor,26,3000,26,3000,263000,11460,"Ann Arbor, MI Metro Area",26.0,161.0,"Washtenaw County, Michigan"
11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,Anniston,1,1852,01,1852,011852,11500,"Anniston-Oxford, AL Metro Area",1.0,15.0,"Calhoun County, Alabama"
11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,Oxford,1,57576,01,57576,0157576,11500,"Anniston-Oxford, AL Metro Area",1.0,15.0,"Calhoun County, Alabama"
11540,"Appleton, WI",Metropolitan Statistical Area,Appleton,55,2375,55,2375,552375,11540,"Appleton, WI Metro Area",55.0,15.0,"Calumet County, Wisconsin"
11540,"Appleton, WI",Metropolitan Statistical Area,Appleton,55,2375,55,2375,552375,11540,"Appleton, WI Metro Area",55.0,87.0,"Outagamie County, Wisconsin"
11580,"Arcadia, FL",Micropolitan Statistical Area,Arcadia,12,1750,12,1750,121750,11580,"Arcadia, FL Micro Area",12.0,27.0,"DeSoto County, Florida"
11620,"Ardmore, OK",Micropolitan Statistical Area,Ardmore,40,2600,40,2600,402600,11620,"Ardmore, OK Micro Area",40.0,19.0,"Carter County, Oklahoma"
11640,"Arecibo, PR",Metropolitan Statistical Area,Arecibo,72,3368,72,3368,723368,,,,,
11660,"Arkadelphia, AR",Micropolitan Statistical Area,Arkadelphia,5,1870,05,1870,051870,11660,"Arkadelphia, AR Micro Area",5.0,19.0,"Clark County, Arkansas"
11680,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,Arkansas City,20,2300,20,2300,202300,11680,"Arkansas City-Winfield, KS Micro Area",20.0,35.0,"Cowley County, Kansas"
11680,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,Winfield,20,79950,20,79950,2079950,11680,"Arkansas City-Winfield, KS Micro Area",20.0,35.0,"Cowley County, Kansas"
11700,"Asheville, NC",Metropolitan Statistical Area,Asheville,37,2140,37,2140,372140,11700,"Asheville, NC Metro Area",37.0,21.0,"Buncombe County, North Carolina"
11700,"Asheville, NC",Metropolitan Statistical Area,Asheville,37,2140,37,2140,372140,11700,"Asheville, NC Metro Area",37.0,89.0,"Henderson County, North Carolina"
11700,"Asheville, NC",Metropolitan Statistical Area,Asheville,37,2140,37,2140,372140,11700,"Asheville, NC Metro Area",37.0,115.0,"Madison County, North Carolina"
11740,"Ashland, OH",Micropolitan Statistical Area,Ashland,39,2568,39,2568,392568,11740,"Ashland, OH Micro Area",39.0,5.0,"Ashland County, Ohio"
11820,"Astoria, OR",Micropolitan Statistical Area,Astoria,41,3150,41,3150,413150,11820,"Astoria, OR Micro Area",41.0,7.0,"Clatsop County, Oregon"
11860,"Atchison, KS",Micropolitan Statistical Area,Atchison,20,2900,20,2900,202900,11860,"Atchison, KS Micro Area",20.0,5.0,"Atchison County, Kansas"
11900,"Athens, OH",Micropolitan Statistical Area,Athens,39,2736,39,2736,392736,11900,"Athens, OH Micro Area",39.0,9.0,"Athens County, Ohio"
11940,"Athens, TN",Micropolitan Statistical Area,Athens,47,2320,47,2320,472320,11940,"Athens, TN Micro Area",47.0,107.0,"McMinn County, Tennessee"
11940,"Athens, TN",Micropolitan Statistical Area,Athens,47,2320,47,2320,472320,11940,"Athens, TN Micro Area",47.0,121.0,"Meigs County, Tennessee"
11980,"Athens, TX",Micropolitan Statistical Area,Athens,48,4504,48,4504,484504,11980,"Athens, TX Micro Area",48.0,213.0,"Henderson County, Texas"
12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,Athens-Clarke County unified government (balance),13,3440,13,3440,133440,12020,"Athens-Clarke County, GA Metro Area",13.0,59.0,"Clarke County, Georgia"
12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,Athens-Clarke County unified government (balance),13,3440,13,3440,133440,12020,"Athens-Clarke County, GA Metro Area",13.0,195.0,"Madison County, Georgia"
12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,Athens-Clarke County unified government (balance),13,3440,13,3440,133440,12020,"Athens-Clarke County, GA Metro Area",13.0,219.0,"Oconee County, Georgia"
12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,Athens-Clarke County unified government (balance),13,3440,13,3440,133440,12020,"Athens-Clarke County, GA Metro Area",13.0,221.0,"Oglethorpe County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,13.0,"Barrow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,15.0,"Bartow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,35.0,"Butts County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,45.0,"Carroll County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,57.0,"Cherokee County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,63.0,"Clayton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,67.0,"Cobb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,77.0,"Coweta County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,85.0,"Dawson County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,89.0,"DeKalb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,97.0,"Douglas County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,113.0,"Fayette County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,117.0,"Forsyth County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,121.0,"Fulton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,135.0,"Gwinnett County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,143.0,"Haralson County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,149.0,"Heard County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,151.0,"Henry County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,159.0,"Jasper County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,187.0,"Lumpkin County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,199.0,"Meriwether County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,211.0,"Morgan County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,217.0,"Newton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,223.0,"Paulding County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,227.0,"Pickens County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,231.0,"Pike County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,247.0,"Rockdale County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,255.0,"Spalding County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Alpharetta,13,1696,13,1696,131696,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,297.0,"Walton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,13.0,"Barrow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,15.0,"Bartow County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,35.0,"Butts County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,45.0,"Carroll County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,57.0,"Cherokee County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,63.0,"Clayton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,67.0,"Cobb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,77.0,"Coweta County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,85.0,"Dawson County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,89.0,"DeKalb County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,97.0,"Douglas County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,113.0,"Fayette County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,117.0,"Forsyth County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,121.0,"Fulton County, Georgia"
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,Atlanta,13,4000,13,4000,134000,12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",13.0,135.0,"Gwinnett County, Georgia"
